Student_ID,login_frequency,avg_session_duration,completed_assignments,quiz_scores_avg,forum_participation,resource_views,task_completion_time,task_accuracy,error_count,repetition_needed,motion_intensity,safety_violations,attention_span_score,fatigue_level,collaboration_index,performance_score,efficiency_gain,instruction_recommendation,Age,Gender,Grade_Level,ID_Level,Adaptive_Functioning,Independent_Learning,Assistance_Level,Working_Memory,Attention_Control,Processing_Speed,Executive_Function,Reasoning_Skill,Reading_Level,Language_Comprehension,Vocabulary_Level,Communication_Mode,Motivation,Emotional_Regulation,Social_Interaction,Sensory_Sensitivity,Preferred_Learning_Mode,Prompt_Dependency,Repetition_Need,Activity_Duration,Literacy_Level,Numeracy_Level,Daily_Living_Skills,Task_Complexity_Tolerance,Recommended_Difficulty,Recommended_Content,Visual_Support,Audio_Support,Session_Length
S324,3,50.7,9,57.2,1,13,18.3,64.3,6,1,0.36,1,0.77,0.14,0.65,59.8,9.2,Competency-Based,12,Male,12,Moderate,2,Medium,Partial,3.0,3,4,5.0,4.0,Beginner,Medium,High,Verbal,8,5,7,High,Visual,Medium,High,Short,10,4,4,Medium,Easy,Story,Yes,Yes,20
S325,22,19.8,9,77.2,19,13,20.7,79.6,4,2,0.77,0,0.55,0.41,0.46,67.2,10.2,Adaptive,17,Male,11,Moderate,2,Medium,Partial,4.0,5,2,3.0,3.0,Beginner,Medium,Medium,AAC,4,1,4,Medium,Visual,Low,High,Medium,3,4,4,High,Easy,Video,Yes,No,10
S326,23,53.3,4,64.3,10,8,9.9,89.9,6,2,0.74,0,0.86,0.49,0.32,63.3,18.8,Competency-Based,16,Female,10,Mild,5,High,Minimal,9.0,9,9,7.0,4.0,Beginner,High,Medium,AAC,1,8,8,Medium,Hands-on,Low,Medium,Long,6,7,7,Medium,Medium,Worksheet,Yes,No,30
S327,3,48.6,4,89.0,15,39,8.9,95.8,3,3,0.53,1,0.81,0.31,0.37,78.8,8.1,Adaptive,16,Male,8,Moderate,2,Medium,Partial,2.0,1,6,7.0,1.0,Beginner,Medium,Medium,Verbal,2,4,8,Medium,Hands-on,Medium,High,Short,5,4,3,Medium,Easy,Story,Yes,No,10
S328,5,33.4,8,94.7,18,21,22.7,88.4,0,1,0.79,0,0.83,0.42,0.67,77.0,18.1,Adaptive,8,Male,6,Mild,4,High,Minimal,9.0,5,7,7.0,7.0,Beginner,High,Medium,Verbal,7,8,8,Low,Audio,Medium,Medium,Medium,3,8,9,High,Hard,Worksheet,No,Yes,30
S329,20,57.0,7,83.9,5,38,26.1,87.4,0,2,0.3,1,0.47,0.21,0.86,76.6,5.5,Adaptive,13,Male,11,Moderate,2,Medium,Partial,4.0,7,3,2.0,3.0,Beginner,Medium,Medium,Non-verbal,4,3,5,High,Visual,Medium,High,Medium,6,3,3,Medium,Easy,Quiz,Yes,Yes,15
S330,12,59.6,5,54.1,18,28,25.2,91.4,7,3,0.61,0,0.48,0.31,0.42,63.2,6.4,Competency-Based,9,Male,9,Mild,4,High,Minimal,4.0,5,7,7.0,7.0,Beginner,High,Medium,AAC,5,7,5,Medium,Visual,Low,Low,Medium,5,7,7,High,Medium,Quiz,Yes,No,25
S331,24,24.2,6,63.0,4,36,20.0,77.0,1,1,0.61,1,0.56,0.53,0.74,58.6,17.8,Competency-Based,16,Male,3,Mild,4,High,Full,5.0,6,4,4.0,7.0,Beginner,High,Medium,Non-verbal,9,5,9,Low,Audio,Low,Low,Medium,6,3,9,High,Hard,Flashcards,No,Yes,25
S332,5,32.1,7,54.9,3,5,10.2,90.6,5,1,0.53,0,0.68,0.31,0.82,63.4,14.5,Competency-Based,13,Male,4,Mild,4,High,Minimal,4.0,6,4,10.0,9.0,Beginner,High,Medium,Verbal,8,9,6,High,Audio,Medium,Medium,Medium,7,8,7,High,Medium,Flashcards,No,No,30
S333,10,56.7,2,79.3,14,12,23.1,60.3,4,2,0.5,1,0.81,0.73,0.61,55.8,16.2,Competency-Based,17,Female,9,Mild,4,High,Minimal,8.0,9,10,6.0,7.0,Intermediate,High,High,Non-verbal,9,2,7,High,Mixed,Low,Medium,Long,7,7,5,High,Medium,Worksheet,Yes,Yes,25
S334,16,47.5,6,84.4,3,49,13.3,95.1,2,2,0.53,1,0.86,0.54,0.7,72.3,8.1,Adaptive,12,Female,10,Mild,3,High,Minimal,8.0,6,6,7.0,7.0,Intermediate,High,High,AAC,6,6,5,High,Hands-on,Low,Medium,Medium,8,6,6,Medium,Medium,Quiz,Yes,Yes,15
S335,20,17.2,7,91.7,19,27,28.0,76.8,5,1,0.51,1,0.79,0.41,0.79,72.0,13.1,Adaptive,9,Female,6,Moderate,2,Medium,Full,1.0,3,7,4.0,3.0,Beginner,Medium,Medium,Verbal,3,3,5,High,Audio,Low,High,Short,3,6,1,Medium,Easy,Flashcards,Yes,Yes,20
S336,17,50.2,6,69.7,9,51,26.4,81.0,2,1,0.67,1,0.91,0.13,0.46,70.4,16.1,Adaptive,17,Female,9,Moderate,1,Medium,Partial,4.0,7,3,6.0,1.0,Emerging,Medium,Low,Non-verbal,4,6,6,High,Mixed,Low,High,Medium,2,8,4,Medium,Easy,Flashcards,Yes,Yes,15
S337,24,52.3,5,90.6,2,44,23.6,69.7,1,2,0.37,0,0.81,0.45,0.48,69.1,14.4,Adaptive,14,Male,6,Severe,2,Medium,Full,1.0,2,1,4.0,4.0,Emerging,Medium,Low,Verbal,3,4,4,Medium,Visual,High,High,Short,5,2,4,Easy,Easy,Worksheet,Yes,Yes,15
S338,4,48.8,2,89.5,4,16,28.9,88.2,1,1,0.4,1,0.57,0.64,0.3,70.4,12.1,Competency-Based,16,Male,10,Mild,4,High,Full,9.0,7,5,10.0,7.0,Beginner,High,Medium,Verbal,6,10,7,Low,Visual,Low,Medium,Medium,6,4,6,High,Medium,Worksheet,Yes,No,25
S339,12,51.0,9,64.3,5,58,8.7,62.9,6,2,0.39,0,0.55,0.29,0.88,59.2,19.4,Competency-Based,18,Female,3,Mild,4,Medium,Minimal,4.0,6,7,6.0,7.0,Beginner,High,Medium,Verbal,7,5,7,Low,Audio,Medium,Low,Medium,4,7,6,High,Medium,Worksheet,No,Yes,20
S340,4,52.1,9,89.1,7,16,24.2,93.2,3,1,0.43,0,0.78,0.66,0.85,71.1,15.1,Competency-Based,9,Male,12,Mild,3,High,Minimal,7.0,4,5,4.0,5.0,Intermediate,High,High,Non-verbal,7,7,6,Medium,Visual,Medium,Medium,Medium,7,8,5,Medium,Medium,Worksheet,Yes,Yes,15
S341,19,23.4,5,66.9,6,50,15.3,91.5,1,2,0.56,1,0.51,0.28,0.76,69.5,18.6,Adaptive,11,Female,5,Mild,4,High,Minimal,8.0,5,6,2.0,7.0,Intermediate,Medium,High,Verbal,9,9,9,High,Hands-on,Medium,High,Medium,6,5,4,High,Medium,Flashcards,Yes,No,25
S342,10,25.6,8,63.4,9,51,27.9,68.2,1,3,0.36,0,0.45,0.68,0.35,53.1,15.9,Competency-Based,10,Female,4,Mild,4,High,Minimal,10.0,6,9,6.0,5.0,Intermediate,High,Medium,AAC,5,4,6,Medium,Audio,Low,Low,Short,4,6,4,High,Easy,Story,No,No,20
S343,3,43.5,2,79.2,5,19,13.9,90.8,2,2,0.73,0,0.69,0.16,0.57,76.5,16.0,Adaptive,16,Female,7,Mild,4,High,Minimal,5.0,10,6,5.0,8.0,Beginner,High,Medium,Verbal,4,7,8,High,Mixed,Medium,High,Long,6,7,4,High,Medium,Story,No,No,30
S344,11,55.9,3,64.8,13,45,23.9,89.9,3,2,0.45,0,0.85,0.71,0.36,59.4,6.2,Competency-Based,8,Male,10,Mild,4,High,Minimal,3.0,10,7,6.0,7.0,Beginner,High,Medium,AAC,8,8,6,Low,Visual,Medium,Medium,Long,5,9,6,High,Medium,Flashcards,No,Yes,25
S345,13,29.2,7,78.4,3,23,27.3,84.0,1,3,0.38,1,0.46,0.45,0.31,68.5,10.4,Adaptive,18,Male,6,Mild,4,High,Minimal,6.0,5,6,4.0,8.0,Beginner,High,Medium,Non-verbal,5,6,8,High,Audio,Medium,Medium,Medium,8,5,5,High,Medium,Quiz,Yes,No,30
S346,24,41.5,2,77.4,12,30,8.9,74.2,5,1,0.64,0,0.84,0.31,0.67,67.5,17.9,Adaptive,13,Male,7,Moderate,3,Medium,Partial,3.0,4,5,6.0,5.0,Beginner,Medium,Medium,Verbal,7,3,5,Low,Hands-on,Medium,High,Short,4,2,3,Medium,Easy,Worksheet,Yes,Yes,20
S347,18,45.7,8,75.4,19,56,16.7,70.3,7,3,0.32,0,0.85,0.29,0.88,65.8,8.5,Adaptive,17,Male,6,Moderate,2,Medium,Partial,1.0,2,4,5.0,5.0,Beginner,Medium,Medium,Verbal,4,6,2,High,Visual,Medium,High,Short,5,5,6,Medium,Easy,Video,Yes,No,15
S348,9,35.3,8,67.1,16,33,24.8,68.8,1,2,0.61,1,0.67,0.4,0.84,60.4,6.7,Competency-Based,11,Male,10,Severe,2,Low,Full,2.0,4,3,3.0,3.0,Emerging,Low,Low,Verbal,4,1,4,Medium,Audio,High,High,Short,2,1,4,Easy,Easy,Flashcards,Yes,Yes,10
S349,12,47.1,5,74.7,6,26,18.0,72.1,7,1,0.65,1,0.43,0.8,0.72,55.8,9.9,Competency-Based,8,Male,6,Moderate,2,Medium,Partial,7.0,7,4,5.0,2.0,Beginner,Medium,Medium,AAC,5,3,9,Medium,Hands-on,Low,High,Long,3,6,6,Medium,Easy,Flashcards,Yes,Yes,20
S350,5,55.5,6,76.8,3,44,13.9,94.3,3,3,0.41,0,0.5,0.25,0.36,74.7,8.3,Adaptive,8,Male,7,Moderate,1,High,Partial,5.0,4,3,7.0,4.0,Beginner,Low,Medium,AAC,5,4,4,Medium,Visual,Low,High,Medium,6,5,5,Medium,Easy,Flashcards,Yes,No,25
S351,20,43.1,2,74.6,13,25,12.8,63.0,6,1,0.32,1,0.79,0.17,0.46,65.7,18.9,Adaptive,13,Female,5,Moderate,2,Medium,Partial,4.0,2,8,6.0,4.0,Emerging,Medium,Low,Verbal,1,6,2,High,Hands-on,Medium,High,Short,3,4,6,Medium,Medium,Video,Yes,Yes,15
S352,15,39.3,7,70.0,2,55,10.9,91.5,4,1,0.48,0,0.79,0.51,0.49,65.9,18.0,Adaptive,9,Female,4,Mild,3,High,Minimal,8.0,7,6,8.0,10.0,Beginner,High,Medium,Verbal,5,4,5,Medium,Visual,Medium,Medium,Medium,7,3,6,High,Medium,Worksheet,No,Yes,25
S353,9,34.7,2,50.7,4,42,26.9,73.3,3,3,0.35,0,0.89,0.44,0.76,54.2,12.5,Competency-Based,9,Female,9,Severe,2,Low,Full,7.0,3,3,4.0,2.0,Emerging,Low,Low,Verbal,2,1,3,Low,Hands-on,High,High,Short,4,1,4,Easy,Easy,Video,Yes,Yes,10
S354,6,41.0,4,76.4,15,24,20.7,79.8,2,1,0.36,0,0.72,0.47,0.78,65.9,5.9,Adaptive,11,Male,6,Mild,4,High,Minimal,7.0,7,10,4.0,4.0,Beginner,Medium,Medium,AAC,6,8,6,High,Visual,Low,Low,Medium,5,6,7,High,Hard,Worksheet,No,No,25
S355,15,31.0,6,57.6,19,33,9.7,90.2,4,3,0.43,1,0.47,0.57,0.53,59.3,15.7,Competency-Based,16,Female,4,Moderate,3,High,Minimal,7.0,5,8,6.0,9.0,Intermediate,High,High,Non-verbal,7,8,6,High,Audio,Low,Low,Medium,8,7,6,High,Medium,Flashcards,No,Yes,30
S356,22,32.6,7,78.9,3,55,16.4,93.6,5,2,0.45,0,0.47,0.29,0.55,74.3,14.4,Adaptive,13,Female,6,Moderate,3,Medium,Partial,8.0,4,8,2.0,2.0,Intermediate,Medium,Medium,Non-verbal,5,8,3,High,Mixed,Medium,High,Short,7,5,4,Medium,Easy,Flashcards,Yes,No,25
S357,3,38.9,9,84.2,1,8,16.1,73.1,0,1,0.56,1,0.8,0.74,0.33,61.8,19.6,Competency-Based,18,Female,11,Severe,2,Low,Full,2.0,1,9,1.0,3.0,Emerging,Low,Low,Verbal,5,1,4,Medium,Audio,High,High,Short,2,1,3,Easy,Easy,Quiz,Yes,No,10
S358,10,18.0,7,72.5,17,59,12.0,77.6,7,2,0.64,1,0.5,0.4,0.47,64.6,13.4,Competency-Based,13,Female,9,Moderate,1,Medium,Partial,9.0,4,7,6.0,1.0,Intermediate,Medium,Medium,Non-verbal,4,6,2,Low,Visual,Medium,High,Short,6,4,5,Medium,Easy,Video,Yes,No,20
S359,16,25.3,3,74.4,18,11,17.6,75.8,7,2,0.6,0,0.58,0.19,0.57,69.0,10.0,Adaptive,15,Female,5,Moderate,2,Medium,Partial,3.0,5,4,3.0,5.0,Beginner,Medium,Medium,AAC,7,2,5,High,Visual,Medium,High,Short,5,4,5,High,Easy,Worksheet,Yes,No,15
S360,18,39.4,5,92.8,18,32,15.3,60.5,7,1,0.37,1,0.67,0.62,0.37,63.2,12.8,Competency-Based,9,Male,10,Severe,2,Low,Partial,4.0,2,3,2.0,4.0,Emerging,Low,Low,AAC,5,6,4,High,Visual,High,Medium,Short,4,1,3,Medium,Medium,Flashcards,Yes,No,10
S361,16,34.4,3,88.1,16,32,15.5,71.2,3,3,0.39,1,0.41,0.55,0.57,66.3,19.7,Adaptive,13,Male,8,Mild,4,High,Minimal,4.0,5,6,6.0,7.0,Intermediate,High,Medium,AAC,5,5,6,Low,Hands-on,Low,Medium,Medium,4,9,6,High,Medium,Flashcards,Yes,No,25
S362,14,30.0,7,91.1,13,8,24.3,77.4,7,1,0.74,1,0.54,0.32,0.81,73.6,15.4,Adaptive,17,Male,8,Mild,4,Low,Minimal,6.0,4,6,8.0,7.0,Intermediate,High,High,Verbal,6,5,5,Low,Audio,Medium,Low,Medium,7,5,6,High,Medium,Video,No,No,25
S363,21,47.9,6,86.6,18,26,12.9,75.6,6,2,0.58,1,0.62,0.54,0.65,66.9,15.1,Adaptive,14,Female,12,Moderate,2,Low,Partial,4.0,2,6,4.0,4.0,Beginner,Medium,Low,AAC,3,4,3,Medium,Hands-on,Medium,High,Short,6,7,6,Medium,Easy,Worksheet,Yes,Yes,20
S364,17,46.2,2,54.9,12,16,22.1,87.4,7,2,0.73,1,0.55,0.25,0.35,63.5,8.6,Competency-Based,16,Male,9,Moderate,2,High,Partial,4.0,5,6,6.0,4.0,Beginner,Medium,Medium,Verbal,3,4,4,High,Audio,Medium,High,Short,6,5,5,Medium,Easy,Quiz,Yes,Yes,10
S365,4,22.5,9,56.7,11,49,20.6,74.6,2,3,0.49,0,0.48,0.41,0.42,57.7,16.2,Competency-Based,11,Male,11,Mild,4,High,Minimal,5.0,7,9,7.0,6.0,Intermediate,Medium,High,Non-verbal,8,5,6,Medium,Hands-on,Medium,Medium,Medium,9,7,7,Medium,Medium,Worksheet,No,No,30
S366,4,54.5,2,73.7,5,7,20.5,78.6,5,1,0.61,1,0.8,0.73,0.58,59.0,16.3,Competency-Based,9,Female,8,Severe,2,Low,Full,2.0,1,4,3.0,2.0,Beginner,Low,Low,Verbal,2,4,2,High,Hands-on,High,High,Short,2,2,3,Easy,Easy,Flashcards,Yes,No,10
S367,24,37.3,6,61.1,3,26,22.6,76.3,7,2,0.56,0,0.85,0.19,0.52,63.8,9.8,Competency-Based,16,Male,12,Moderate,2,Medium,Partial,4.0,5,6,4.0,4.0,Beginner,Medium,Medium,Verbal,3,3,3,Low,Hands-on,Low,High,Short,6,2,4,Medium,Easy,Video,Yes,Yes,10
S368,21,48.4,7,71.5,18,48,20.1,88.1,7,2,0.46,0,0.54,0.37,0.52,67.9,12.3,Adaptive,10,Female,5,Moderate,2,Medium,Partial,6.0,8,3,5.0,4.0,Intermediate,Medium,High,Non-verbal,3,2,3,Low,Hands-on,Medium,High,Medium,7,2,6,Medium,Medium,Worksheet,Yes,Yes,25
S369,24,40.8,8,67.7,15,6,27.3,92.8,4,2,0.53,0,0.83,0.67,0.62,62.1,9.4,Competency-Based,18,Male,12,Moderate,2,Medium,Full,3.0,5,4,2.0,5.0,Beginner,Medium,Medium,Verbal,4,6,6,High,Audio,Medium,High,Medium,6,3,6,Medium,Easy,Story,Yes,Yes,25
S370,24,59.9,2,74.7,12,28,22.9,80.2,5,3,0.55,0,0.61,0.78,0.65,58.8,8.9,Competency-Based,16,Female,7,Mild,4,High,Minimal,7.0,7,7,7.0,7.0,Beginner,Medium,Medium,Verbal,5,6,2,Medium,Hands-on,Low,Low,Medium,5,10,5,High,Medium,Quiz,Yes,Yes,25
S371,19,48.9,8,83.6,3,38,20.0,90.0,7,2,0.4,0,0.68,0.42,0.78,72.3,5.4,Adaptive,17,Male,10,Moderate,2,Medium,Partial,4.0,5,5,6.0,3.0,Beginner,Medium,Medium,Non-verbal,1,7,7,Medium,Audio,Low,High,Medium,5,4,4,Medium,Easy,Story,Yes,No,20
S372,22,46.8,2,82.2,16,31,26.3,71.3,3,2,0.46,0,0.87,0.45,0.5,66.0,9.3,Adaptive,12,Male,9,Moderate,1,Medium,Partial,7.0,5,4,5.0,2.0,Beginner,Medium,Medium,AAC,7,6,2,Medium,Visual,Medium,High,Medium,6,5,4,Medium,Easy,Video,Yes,Yes,20
S373,12,50.0,2,73.5,0,59,21.3,80.6,1,1,0.7,1,0.81,0.5,0.78,64.5,13.3,Competency-Based,9,Female,5,Moderate,2,Medium,Partial,2.0,6,4,7.0,2.0,Emerging,Medium,Low,Non-verbal,5,4,6,High,Hands-on,Medium,High,Short,3,8,4,Medium,Easy,Flashcards,Yes,No,25
S374,8,21.4,9,87.0,17,45,14.4,73.1,6,1,0.76,1,0.84,0.75,0.5,62.1,5.0,Competency-Based,10,Male,6,Moderate,2,Medium,Full,2.0,2,6,1.0,2.0,Beginner,Medium,Medium,AAC,6,5,2,Low,Hands-on,Low,High,Short,4,5,6,Easy,Easy,Video,Yes,No,20
S375,17,24.2,5,69.4,19,5,12.6,75.7,3,2,0.48,1,0.48,0.7,0.33,57.2,9.2,Competency-Based,17,Male,6,Moderate,2,Medium,Partial,3.0,4,6,3.0,5.0,Beginner,Medium,Medium,AAC,5,5,6,High,Audio,Medium,High,Short,4,5,6,Medium,Easy,Quiz,Yes,No,10
S376,24,47.1,5,90.4,16,12,11.4,87.8,0,2,0.45,0,0.44,0.22,0.63,79.1,18.2,Adaptive,16,Male,6,Severe,3,Low,Full,4.0,4,2,1.0,2.0,Emerging,Low,Low,Verbal,5,5,6,High,Visual,High,High,Short,2,2,1,Medium,Easy,Video,Yes,Yes,25
S377,13,37.2,4,53.2,14,27,27.8,93.5,3,1,0.4,1,0.89,0.41,0.65,61.8,13.9,Competency-Based,14,Male,5,Mild,3,High,Minimal,6.0,4,3,6.0,7.0,Beginner,High,Medium,Verbal,8,5,3,Low,Mixed,Medium,Low,Medium,6,10,3,High,Medium,Story,Yes,No,30
S378,7,49.0,3,93.0,10,42,23.6,64.6,4,3,0.64,1,0.61,0.42,0.86,68.8,14.1,Adaptive,17,Female,9,Mild,5,High,Minimal,7.0,9,6,9.0,7.0,Beginner,High,Medium,Non-verbal,4,6,5,High,Hands-on,Low,Low,Long,5,9,5,High,Medium,Quiz,No,No,20
S379,3,19.6,6,79.5,12,10,28.6,84.1,4,3,0.46,1,0.56,0.65,0.74,64.6,11.1,Competency-Based,13,Male,5,Moderate,2,Medium,Partial,4.0,4,5,4.0,4.0,Beginner,Medium,Medium,Non-verbal,5,7,2,High,Hands-on,Low,High,Short,5,6,5,Medium,Easy,Flashcards,Yes,No,10
S380,10,39.1,6,67.1,0,26,21.3,82.1,7,3,0.79,0,0.8,0.52,0.85,61.4,15.1,Competency-Based,15,Male,9,Mild,4,High,Minimal,2.0,1,6,8.0,7.0,Beginner,High,Medium,AAC,6,5,8,High,Visual,Medium,Medium,Short,5,7,5,High,Medium,Flashcards,Yes,No,25
S381,23,32.0,6,58.9,16,29,18.4,64.5,3,3,0.46,1,0.86,0.56,0.85,52.4,7.8,Competency-Based,11,Male,7,Severe,2,Low,Full,2.0,1,4,4.0,4.0,Beginner,Low,Medium,Verbal,3,1,4,Low,Hands-on,High,High,Short,6,1,3,Easy,Easy,Video,Yes,No,10
S382,14,35.6,4,71.6,5,22,9.3,68.1,4,3,0.5,0,0.87,0.8,0.66,53.7,17.3,Competency-Based,15,Male,6,Mild,3,High,Minimal,5.0,3,5,7.0,10.0,Beginner,High,Medium,Non-verbal,2,8,6,High,Mixed,Low,Low,Short,4,7,6,High,Medium,Flashcards,No,No,25
S383,14,42.2,5,58.8,3,21,22.8,71.8,1,3,0.6,1,0.57,0.15,0.62,63.0,6.8,Competency-Based,15,Male,11,Mild,4,High,Full,8.0,10,7,6.0,2.0,Intermediate,High,High,Non-verbal,5,4,6,High,Visual,Medium,Medium,Long,8,5,5,High,Medium,Story,Yes,Yes,30
S384,7,37.6,7,57.5,19,16,20.8,66.3,5,3,0.7,0,0.87,0.26,0.63,58.2,14.8,Competency-Based,9,Male,5,Mild,4,High,Minimal,2.0,8,8,7.0,5.0,Intermediate,High,High,Verbal,2,9,7,High,Mixed,Low,Medium,Long,7,7,5,High,Medium,Video,Yes,No,20
S385,9,39.3,8,77.8,15,10,29.8,69.3,3,3,0.53,0,0.42,0.39,0.89,64.8,10.1,Competency-Based,18,Male,8,Mild,4,High,Minimal,3.0,8,8,5.0,6.0,Beginner,High,Medium,Verbal,9,4,7,Medium,Audio,Low,Low,Long,6,5,5,High,Medium,Flashcards,No,Yes,20
S386,6,36.9,9,73.5,14,30,13.3,70.2,6,1,0.51,0,0.43,0.34,0.76,64.1,16.2,Competency-Based,14,Female,11,Moderate,2,Medium,Partial,3.0,8,5,3.0,5.0,Intermediate,Medium,Medium,AAC,2,6,7,High,Audio,Medium,High,Medium,6,5,5,Medium,Easy,Video,Yes,No,20
S387,8,33.4,8,80.2,14,31,19.7,72.8,1,3,0.8,1,0.74,0.12,0.36,72.4,13.2,Adaptive,14,Female,11,Moderate,3,High,Full,3.0,6,7,10.0,7.0,Intermediate,High,High,Verbal,5,6,6,High,Audio,Medium,Medium,Medium,9,6,6,High,Medium,Flashcards,No,No,20
S388,15,49.7,7,91.8,5,12,22.3,88.5,7,3,0.31,1,0.43,0.16,0.77,80.4,11.8,Adaptive,9,Male,11,Moderate,3,High,Minimal,4.0,9,5,8.0,6.0,Intermediate,High,High,Non-verbal,8,6,5,Medium,Audio,Low,Low,Long,8,9,5,Easy,Medium,Video,No,Yes,25
S389,22,15.5,9,74.0,14,23,22.2,81.7,5,3,0.75,0,0.58,0.58,0.4,63.0,7.5,Competency-Based,10,Male,6,Mild,5,Low,Minimal,6.0,7,5,9.0,8.0,Beginner,High,Medium,Non-verbal,7,4,8,Low,Visual,Low,Medium,Medium,4,7,7,High,Medium,Video,No,Yes,15
S390,17,41.9,4,76.1,13,46,20.3,97.5,6,2,0.37,1,0.77,0.72,0.57,65.7,14.6,Competency-Based,13,Male,8,Mild,4,High,Minimal,6.0,5,5,5.0,6.0,Intermediate,High,High,Verbal,7,6,6,High,Hands-on,Low,Medium,Medium,8,8,7,High,Medium,Video,Yes,No,20
S391,5,40.4,7,54.0,10,5,25.1,75.8,7,1,0.69,0,0.59,0.46,0.43,55.4,19.6,Competency-Based,14,Female,12,Mild,5,High,Minimal,7.0,7,8,7.0,7.0,Intermediate,Medium,High,AAC,6,7,10,High,Hands-on,Low,High,Medium,9,8,6,High,Medium,Quiz,Yes,Yes,25
S392,10,47.2,6,82.3,6,33,12.5,88.6,6,1,0.61,0,0.5,0.48,0.71,70.3,17.4,Adaptive,14,Male,7,Severe,2,High,Full,1.0,1,5,1.0,3.0,Emerging,Low,Low,Non-verbal,2,4,3,Low,Visual,High,High,Short,2,1,3,Easy,Easy,Video,Yes,Yes,15
S393,22,42.0,3,68.0,8,49,24.0,93.1,7,1,0.47,1,0.55,0.28,0.83,69.8,5.9,Adaptive,12,Male,12,Moderate,2,Medium,Partial,4.0,7,4,3.0,5.0,Beginner,Medium,Medium,AAC,5,5,2,High,Hands-on,Low,High,Medium,6,5,5,Medium,Medium,Story,Yes,No,15
S394,18,52.2,2,94.0,15,53,21.6,85.8,6,3,0.74,1,0.65,0.64,0.47,70.9,10.6,Competency-Based,10,Male,10,Mild,4,High,Minimal,7.0,5,6,7.0,8.0,Beginner,High,Medium,AAC,5,8,5,Low,Hands-on,Medium,High,Medium,6,5,7,High,Medium,Video,Yes,No,15
S395,15,58.2,8,87.0,4,39,27.7,75.7,5,3,0.31,1,0.66,0.63,0.35,65.4,18.9,Competency-Based,18,Male,11,Moderate,2,Low,Partial,7.0,8,7,2.0,5.0,Beginner,Medium,Medium,Verbal,6,6,4,Medium,Audio,Medium,High,Medium,6,8,5,Medium,Easy,Video,Yes,Yes,20
S396,20,30.4,5,73.5,19,44,26.6,88.6,1,2,0.41,0,0.83,0.51,0.48,66.7,12.5,Adaptive,8,Male,6,Mild,5,High,Minimal,8.0,7,6,5.0,4.0,Intermediate,High,High,Non-verbal,7,6,9,High,Audio,Medium,Medium,Medium,8,7,6,High,Hard,Video,Yes,Yes,25
S397,12,25.2,5,55.5,9,18,14.9,67.7,6,1,0.58,0,0.81,0.25,0.7,57.9,14.9,Competency-Based,10,Female,8,Mild,4,High,Minimal,4.0,5,5,5.0,7.0,Beginner,High,Medium,AAC,7,7,8,Low,Hands-on,Medium,Low,Short,7,6,7,High,Medium,Flashcards,Yes,No,25
S398,21,34.1,4,88.7,17,39,14.1,72.4,6,3,0.48,1,0.65,0.17,0.5,74.2,18.7,Adaptive,8,Female,9,Severe,2,Low,Full,1.0,2,2,2.0,2.0,Beginner,Low,Medium,Verbal,2,2,3,Low,Mixed,High,High,Short,5,3,1,Easy,Easy,Flashcards,Yes,Yes,10
S399,19,28.0,9,86.0,2,52,29.6,80.8,2,1,0.61,0,0.87,0.14,0.47,76.6,18.1,Adaptive,14,Male,5,Mild,4,High,Minimal,6.0,5,2,6.0,9.0,Beginner,High,Medium,AAC,6,8,5,High,Hands-on,Medium,Medium,Medium,6,6,6,High,Medium,Video,No,Yes,25
S400,21,42.7,5,58.3,12,49,19.6,81.9,3,2,0.31,1,0.46,0.51,0.41,58.4,12.5,Competency-Based,17,Female,5,Moderate,2,Medium,Partial,7.0,3,4,6.0,6.0,Beginner,Medium,Medium,AAC,1,5,3,High,Hands-on,Medium,High,Short,3,4,3,Medium,Easy,Flashcards,Yes,Yes,25
S401,7,56.0,6,63.3,10,24,27.9,60.8,5,2,0.36,0,0.54,0.68,0.6,50.5,11.6,Competency-Based,14,Male,7,Mild,5,High,Minimal,4.0,5,5,6.0,6.0,Beginner,High,High,AAC,5,8,9,High,Mixed,Medium,Medium,Medium,4,6,6,High,Medium,Story,No,No,25
S402,23,21.3,8,85.7,16,53,11.6,95.9,7,2,0.36,1,0.86,0.7,0.47,69.4,10.1,Competency-Based,11,Female,11,Severe,2,Low,Full,2.0,3,4,5.0,4.0,Emerging,Low,Low,Verbal,1,1,3,Medium,Visual,High,High,Short,1,1,2,Easy,Easy,Story,Yes,No,10
S403,11,19.5,7,58.3,12,17,22.1,86.5,5,1,0.39,1,0.61,0.42,0.74,61.4,15.8,Competency-Based,16,Male,8,Mild,5,High,Minimal,5.0,6,4,6.0,6.0,Beginner,High,High,AAC,5,5,4,High,Mixed,Medium,Low,Medium,7,7,5,High,Medium,Story,No,Yes,25
S404,14,26.5,6,91.3,5,42,25.8,78.8,4,3,0.53,0,0.94,0.65,0.35,67.8,9.3,Competency-Based,9,Male,11,Mild,4,Low,Partial,8.0,7,6,7.0,7.0,Intermediate,High,High,AAC,6,8,6,High,Mixed,Medium,Medium,Medium,5,7,6,High,Medium,Story,No,Yes,30
